"string_rna_class","centroid_x","centroid_y"
"-NM",2076.81818182,2211.18181818
"-NM",2554.25,1219.75
"+NM,NM_032180.2","496
"+NM",2390.33333333,2303.33333333
"+RIBO28S",1754.81818182,1046.68181818
"+RIBO28S",1989.86363636,1524.04545455
"+NM",1458.91428571,1626.08571429
"-NM",738.5,1046
"-NM",1424,2561.5
"-NM",2534.5,1029
"+NM",1612.5,2359.5
"+NM,+,+"
"-NM",994.5,1279
"-NM",2277.5,1892.5
"+NM",8,1
"+NM",444.5,408
"-NM",3,2
"-NM",2813.5,3061
"-NM","2180,1984
"+RIBO28S",671.833333333,665
"+NR",547.55,600.75
"+NM","619,700
"+NR",1578.5,926
"+RIBO28S",1464.8,2850.4
"+NM",1808.875,1229.75
"+RIBO18S",1412.5,2338.66666667
"+NM",1558.5,522
"+RIBO18S",616,141.5
"+RIBO18S",773,2900
"+RIBO18S",835.363636364,2336.72727273
"+RIBO18S",1410,2759.4
"+RIBO18S",1429.4,2575
"+RIBO18S",1548.11111111,1456.55555556
"+RIBO18S",1813.33333333,1721.16666667
"+RIBO18S",1823,1890.33333333
"+RIBO18S",3034,2619
"+RIBO18S",3255.5,1095.5
"+NM",1538.66666667,1501.66666667
"+RIBO18S",1158.83333333,2574.83333333
"+RIBO18S",1428.5,1274
"+RIBO18S",1447,2021.5
"+RIBO18S",1737.16666667,679.833333333
"+RIBO18S",2406.8,2617.6
"+RIBO18S",2454,1152
"+RIBO18S",2572.84210526,105.842105263
"+RIBO18S",2865.5,1393
"+RIBO18S",1913.42857143,2319.57142857
"+RIBO18S",775.333333333,21.8888888889
"+RIBO18S",1021.6,408.7
"+RIBO18S",1553.71929825,2588.38596491
"+RIBO18S",2394.83333333,970.833333333
"+RIBO18S",3027.33333333,2862.33333333
"+RIBO18S",2665.5,2870.33333333
"+RIBO18S",641,126
"+RIBO18S",679.9,2920.9
"+RIBO18S",2085.32608696,1034.86956522
"+RIBO18S",2189.5,658.5
"+RIBO18S",2682.28571429,1850
"+RIBO18S",3060,704
"-NM",2741,1611.66666667
"+RIBO18S",1844.875,441.75
"+RIBO18S",2328.65217391,1802.86956522
"+RIBO18S",1794.75,3032.25
"+RIBO18S",1803.38461538,659.615384615
"+RIBO18S",2014.8,852.8
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",21",4
"-NR",1652.5,3045.5
"-NM",711.5,2089
"-NM",3024.66666667,984.666666667
"+RIBO28S",2253,2845.33333333
"-NM",2914,2128.5
"+NM",1814.6,1234.2
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1184.44444444,1791.66666667
"+RIBO18S",1298.18181818,2635
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_003286.2,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"-NM",7,3
"+RIBO16S",1.877387,2552.66666667
"+NM",3,2
"-NM","883,591
"+NM",2156.69565217,2826.39130435
"-NM",1343.5,1654.5
"+NM",2093.75,1526.45833333
"+NM",1858.25,141.75
"+NM",2788.5,2833.5
"-NM",2,2
"-NM",2579.5,2688
"-NM",NM_212476.1,NM_002026.2
"-RIBO18S",1173.5625,449.625
"-RIBO18S",1090,1967.28571429
"-RIBO18S",1835,2912.5
"-RIBO18S",2452,418
"-RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+NR",617.333333333,1088.88888889
"-RIBO18S",1058.66666667,2163
"-NM",1494.4,2127.8
"-RIBO18S",1769.66666667,2531.16666667
"-RIBO18S",3261.5,1586
"+RIBO16S",1.901703,1464.34782609
"-NM",1213,1414.5
"-NM",2643.5,2924
"-NM",2,0
"+NM",1436.5,1499.5
"+RIBO28S",544.666666667,621.333333333
"+RIBO12S",1.71578,2509.5625
"+NM",2047.5,1061.5
"+RIBO28S",1156,1453.25
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_046235.1"
"+NR",1545.75,2718
"+NM",1529.75510204,1505.12244898
"+NM",606.6,432.8
"+NM",1954,1798.5
"+RIBO18S",3016,321.833333333
"-NM",2172.5,2110.5
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO18S",3126.5,277.4
"+RIBO18S",2352.27777778,2790.38888889
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",1999,2657.71428571
"+RIBO18S",2017.41666667,128.25
"+RIBO18S",NR_046235.1,18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588)"
"+RIBO18S",2308.66666667,1404.33333333
"-NM","704,704
"+NM",1842.90909091,1299.81818182
"+NR",1591,2152
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",878.777777778,2465.22222222
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1371.88888889,1763
"+RIBO18S",1406,3261.875
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1710.17647059,3150.47058824
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1801.6,727
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",1926.44444444,1931.77777778
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2101,2586.625
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2405.5,42
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2734.8,3062.8
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",2977.475,299.175
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",3145.7,2668.875
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+NM",3129.5,2765.5
"+RIBO28S",1139.5,2567
"+RIBO28S",1457.5,2614
"+NR,"NR_049724.1,NM_000842.3
"+RIBO18S",3108.97142857,2600.62857143
"+NM",2,2
"+NM",1858.1875,2481.1875
"+NM",+,+
"+RIBO28S",2068,2494.5
"+NM",2136.5,2504.5
"+NM",3071,1235
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1846.66666667,609.888888889
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",2186.875,2495.125
"+RIBO28S",1325.13043478,2783.56521739
"+RIBO28S",2279.125,1599.75
"+RIBO18S",1532.44444444,2828.66666667
"+RIBO18S",1867.83333333,621.5
"+RIBO18S",1978.16666667,1750.83333333
"+NR",1369,2646.5
"+RIBO18S",1472.2,1548.4
"+RIBO18S",3168.45,233.55
"+NM",1672.44444444,347
"-NM",3167,2518.5
"+NM",NM_012346.4,NM_001193357.1
"-NM",NM_001397.2,NM_001113348.1"
"+RIBO28S",3110,1011.5
"+NM",2694.5,1474.5
"+NM",8,0
"+RIBO16S",1.970143,2682.74468085
"+NM",NM_001102445.2,NM_005613.5"
"-NM",2,0
"+NM",2,1
"+NM",3079,2672.5
"-NM",3,0
"-NM",3112.5,2260
"-NM",1457,1747.5
"+NM",1325.5,967
"-NM",2,0
"+NM","2462,2231
"+NM",1338.5,1960.5
"+RIBO28S",2128.48717949,150.153846154
"-NR",1087,629.333333333
"+RIBO28S",1910.40506329,1620.50632911
"-RIBO18S",1550.5,3142
"-RIBO18S",2954.5,1888.5
"-NM",2608.5,837
"+RIBO28S",1857.83333333,531.666666667
"+NM",3235.66666667,2251.66666667
"-NR",1811.5,1119
"-NM","NM_001184940.1,NM_001184942.1
"-NM",1369,1554.5
"-NM",1316.5,2025.5
"-NM",3,4
"-NM",2,0
"+NM",1702.75,2339.75
"-NR",1359,1651
"+NR",1334,1675.5
"+RIBO16S",1.904347,2495.5
"+NM",NM_001164507.1,NM_001164508.1"
"+NM",762.5,2977.5
"+RIBO28S",2800.6,2884.8
"+NM",7,3
"+NM",3,3
"+NM","21,21
"+NM",2630,1949.5
"+NM","21,21
"+NM","20,20
"+NM",1591.29411765,2948.82352941
"+NM","2110,2002
"+NM","1200,949
"-NM",3163,3161
"-NM",NM_198215.3,NM_001143773.1"
"-NR",2009.17857143,678.535714286
"-NM",5,1
"-NM",3166.16666667,968.833333333
"-NM",3,4
"-NM",2,0
"+NM",2359.5,1686
"+RIBO28S",1349.1,1216
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+RIBO28S",3036,1563.5
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"-NM",2,4
"-NM",6,2
"+NM",657.5,545
"+NM",1505,825
"-NM",2386.33333333,2455.16666667
"+NM",3056.5,242
"-NM",NM_020987.3,NM_001149.3"
"+NM",1587.5,1931
"-NM",2839.5,2677.5
"-NM",4,0
"+NM",3064.5,2536.5
"-NM",1885,701.5
"+NM",NM_203284.2,NM_015874.4"
"+NM",852.5,1995.5
"+NM",834.826086957,2016.69565217
"-NM",3,3
"+NM",550.333333333,433.666666667
"+NR",585.333333333,451.888888889
"+NM",613,434.666666667
"+NM",624,447.5
"+NM",2466.5,1831
"+RIBO18S",3260.14285714,2287
"+NM",1862,2152
"-NR,NM_000084.3,NM_001127899.2
"-NM","2318,2523
"+RIBO28S",1580.68,2615.96
"+NR",1017,2011
"-NM",695,1871
"+NM",3175.5,3078
"+NM",934.666666667,2000.66666667
"+NR","75,27"
"-NM",NM_001166036.1,NM_001166037.1"
"+RIBO28S",2089.25925926,769.296296296
"+NM",2201,2881.5
"+NM",1715.5,1649.5
"+NM",2359.5,2983
"+RIBO28S",2860.125,2668.5
"-NM",1549.5,1427.5
"+NR",365.5,543
"+NM",2175.5,2349
"+RIBO18S",2706.23529412,1006.52941176
"+NM",2562.4,1700.6
"+RIBO18S",3164.93103448,699.586206897
"+NM",1869,428.5
"+NM",3,6
"+NM",1157.80952381,750.428571429
"+NM",1622.6,2901.2
"+NM",10,0
"+NM",1629.56818182,1278.34090909
"-RIBO16S",1.707969,3172.4
"+NM",2327.5,2451
"-NM",5,2
"-NM",2976,2734.5
"+NM","1465,398
"+NM",1490.94736842,3004
"+NM",2,0
"-NM",-","NM_001001435.2
"+NM",2,1
"-NM","2113,2113"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",3041.04081633,2575.14285714
"+RIBO18S",3224.47368421,1298.42105263
"-NM",2,0
"-NR,3120",5
"+NM",3,3
"-NM",NM_002837.4,NM_001206971.1"
"+NM",647,1086.5
"+NM",3,4
"+NM",2,2
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",755.465116279,309.534883721
"+RIBO18S",1073.84615385,626.538461538
"+RIBO18S",2052.33333333,1920
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2625,1172.5
"+RIBO18S",NR_003286.2,NR_046235.1"
"+NM,+,+"
"+NR",882.5,1576
"+NM","3082,3533
"+NM,+,+
"-NM",1564,889.5
"-NM",932,1570.5
"+NM",520.666666667,601
"+RIBO18S",2189,713.5
"+NM","2920,3051
"+NM",1927.5,1137.5
"+NM",1723.02816901,1588.16901408
"+NM",2801,3171
"-NR",738,546
"+RIBO18S",1657.5,1756
"+NM",1184.33333333,1879.33333333
"+RIBO28S",1929,2808.5
"+NM",1802,512.5
"+NM,227",3
"+NR",3078,567.333333333
"+NM",713.5,565
"+NM",1275,3213.5
"+RIBO28S",2313.6,1119.2
"-NM",2677.5,561
"+NM",1504.16666667,1024.66666667
"+NM","3626,3749
"+NM",1313.5,2126.5
"+RIBO28S",1774.2,2876.8
"+RIBO28S",1852.22222222,3091.88888889
"+RIBO28S",2441.5625,2825.5625
"+RIBO28S",3043.15,1514.25
"+RIBO28S",3114,683.4
"+RIBO28S",2690.05,2347.5
"-NM",3,6
"+RIBO28S",2205.85714286,3043.71428571
"+RIBO18S",2832.14285714,2802.42857143
"-NM",2091,301.5
"+NM",3,2
"+RIBO28S",NR_046235.1,NR_003287.2"
"+RIBO28S",1337.73333333,1597.2
"+RIBO28S",294.8,1287
"+RIBO28S",3168.575,382.725
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+RIBO28S",NR_046235.1,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"-NM",2669.11111111,2241
"+NM",2441,3097
"+NR",3005.33333333,1512.66666667
"+NM",1744,3186
"-NM","431,323
"+NM",2352.9,1456.8
"-NM",1034.5,290.5
"+NM","3572,3617
"-NM",1278,328.5
"-NR",NR_046254.1,NR_046251.1
"+NM",2180,136.5
"+RIBO18S",3240.16666667,1751.5
"-NM",1694.66666667,1823.66666667
"+NR",2453,1924.5
"+NM","2053,2114
"+NM",1930.28571429,1540.57142857
"+NM",1524,2822.5
"-NM",4,1
"-NM",1337.5,116.5
"-RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"+NM",2,0
"+NM",2,1
"-NM",NM_001105193.1,NM_001105194.1"
"+NM",1820,1580.5
"+NM",1240.5,1220.5
"+NM",2205.5,2733.5
"+NM",41,0
"+RIBO16S",1.907787,1625.42105263
"+RIBO16S",1.82822,3011.5
"-NM",1517.5,2573.5
"+NM",2327.5,1831
"+RIBO28S",2622,1589.5
"-NM",2500,914.5
"+RIBO18S",1060.65384615,1760.73076923
"+NM",2523,3238.5
"+NM,NR_046000.1","32
"-NM",3,3
"+NM",773.093220339,2002.60169492
"-NM",694.2,1146.8
"+RIBO18S",3115.45454545,247.545454545
"+NM",1657.8,2974.8
"+NM",362.285714286,658.714285714
"-NM",2004.5,1441
"+RIBO28S",1394,2323.5
"-RIBO28S",1750.97777778,2014.73333333
"-RIBO28S",2911.25,2722
"+RIBO18S",906.5,724
"+RIBO28S",827.411764706,1063.82352941
"+NM",925,2352.5
"+RIBO28S",28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589),NR_003287.2"
"+NM",2207.5,3278
"-NM",4,2
"+NM",3063,1445
"-NM",3052.5,2015.5
"+NM",11,0
"+NM",968.5,2293
"-NM",3079.11764706,1330.41176471
"-NM",2,0
"+RIBO18S",2422.6,1751
"+NM",2681,1855
"-NM",1824.75,574.5
"-NM",927.666666667,1516
"+RIBO16S",+,+
"+RIBO16S",+,+
"+RIBO16S",+","NM_001190487.1
"+RIBO16S",1.950212,2874
"-NM",1537.15384615,352.153846154
"-NM",1596.5,1485.5
"+NM",1983.5,1819
"+NM",1827,148.5
"+RIBO18S",520",15
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+NR",1238,1633.5
"+RIBO18S",1651.33333333,2668.5
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+RIBO18S",483.875,3018.5
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2564.78947368,3086.94736842
"+RIBO18S",NR_003286.2,NR_046235.1"
"+RIBO18S",2581.71428571,664.285714286
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_003286.2"
"+NM",1224,358.5
"+NM",3001.5,2893
"+NM",748.666666667,1117.66666667
"+NM",1502.6,1065
"+RIBO18S",1323.2,3102.26666667
"+RIBO18S",1676,2354.5
"+RIBO18S",2162.67647059,2691.82352941
"+RIBO18S",18S_gi|124517659|ref|NR_003286.1|_Homo_sapiens_18S_ribosomal_RNA_(LOC100008588),NR_046235.1"
"+NM",1661.54347826,2176.23913043
"-NM","83,83
"+NM",NM_001242855.1,NM_012402.3"
"+NM","3395,3398
"+NR",1956,3121.5
"-NM",2,0
"+NM,NM_017866.5","1123
"-NR",3048,2300.5
"+NR","1803,1552"
"+NM",17,0
"-NM",982.551724138,1957.75862069
"+RIBO18S",1327.5,263.230769231
"-NM",NM_030674.3,NM_001278389.1
"-NM",NM_001199706.1,NM_001199707.1
"+NM",1260.3,2139.2
"+NR",2274,2358.5
"-NM",NM_001163990.1,NM_175738.4"
"+NM",852.8,2362
"-NM",2,2
"+NM","2745,2745
"+RIBO28S",1085.47619048,1011.61904762
"-NM",1817.5,1615.5
"-NM","583,597"
"+NR",2410.5,3063.93055556
"-NR",815,1332
"+NM",2,4
"-NM",1949.45454545,2185.27272727
"+NM",NM_001111307.1,NM_001111309.1
"+NM",406,818.5
"+RIBO18S",908.75,2117.25
"-NM",3107,1576.75
"+NM",2083,13.5
"+RIBO18S",2938,1525
"+NM",2701.79069767,624.581395349
"+NM",2921.5,2973.5
"+NM",2038.125,1029.625
"+NM,NR_026673.1","179
"+NM",630,392.5
"+NM","NM_001165882.2,NM_001165881.2
"+NR",1662.5625,229.25
"+NM",720.5,598
"+NM",1196,1291.33333333
"+NM",2001,356.5
"-NM",3030.66666667,1637.33333333
"+NM",3,2
"+RIBO28S",3023.02631579,2077.26315789
"+NM",1308,2714.33333333
"-NM",NM_014841.2,NM_001242793.1"
"-NM",2388.58333333,1279.16666667
"-NM",1462,1524.5
"-NM",2797.33333333,3207
"+NM",3,4
"+RIBO28S",832.933333333,2139.06666667
"+RIBO28S",1107.18518519,1355.40740741
"+RIBO28S",1839,2175.5
"+RIBO28S",2271,2078.5
"+RIBO28S",2406.4,1830.8
"-NM",2431.5,3258
"-NM",948,2006
"-NM",952,2349.5
"+NM",3188.69565217,1342.82608696
"+RIBO28S",2969.66666667,705.333333333
"+NM","482,391
"-NM",2,0
"-NM",1551,2758.5
"+RIBO28S",1924.5,3150.5
"-NM",2562.5,174
"+NM",37,0
"+NM",1230.66666667,1109
"+NM",1734.5,1517
"-NM",2857.33333333,2130.33333333
"+RIBO16S",1.844941,2183
"-NM",679.5,2903
"+NR",2746.39473684,2044.42982456
"-NM",2,1
"+RIBO28S",2617.45454545,615.181818182
"-NR,179",2
"+NM",1181,2204
"+RIBO28S",2298.5,2376.5
"-NM",2267,746.333333333
"-NM",546.333333333,414.666666667
"+NM",1859.5,137
"+NM",2472.5,1011
"+NM",1279.33333333,1080.11111111
"+NM",1309.2,2597
"+NM",1911,2039.25
"-RIBO28S",NR_003287.2,NR_046235.1"
"-RIBO28S",985,324.333333333
"-RIBO28S",NR_003287.2,NR_046235.1"
"-RIBO28S",NR_003287.2,NR_046235.1"
"-NR",2153.5,2391.5
"-NM",2,6
"-NM",1503.5,536.5
"-NM",2673,735.111111111
"+NM","3239,3352
"+NM","3239,3352
"+NM",1268.75,1533.5
"-NM",1283.5,864
"+NM",3236,1744.5
"+RIBO18S",1729.16666667,1002.94444444
"-NM",140.714285714,920.238095238
"+RIBO28S",1582.46666667,2638.06666667
"-NM",2179.4,1229.73333333
"+NM",1734.66666667,2329.66666667
"-NM",931.5,2471.5
"+NM","NM_212476.1,NM_212474.1
"-NM",2,5
"-NM",1357.5,2752.5
"+NR",1843.5,190.5
"-NM",1501.33333333,2846.33333333
"+NM",4,1
"-RIBO28S",1767.11111111,2977.33333333
"-RIBO28S",2794.16666667,1393.66666667
"+NR",1042.5,1175
"-NM",2277,2180.5
"+NM",497,622.5
"+NM",2126,2906.5
"-NM",3,2
"-NM",3158,1866.5
"+NM",2056.5,1609
"+NM",3110.86666667,2708.33333333
"+NM,"NR_073056.1,NM_001270622.1
"+NM,"NR_073056.1,NM_001270622.1
"+NM,"NR_073056.1,NM_001270622.1
"+NM",2,1
"-RIBO28S",NR_003287.2,28S_gi|124517661|ref|NR_003287.1|_Homo_sapiens_28S_ribosomal_RNA_(LOC100008589)"
"-NM",2,4
"+NM","689,590
"-NM",3063,1198.5
"+RIBO18S",733,415.5
"+RIBO18S",771,2478
"+RIBO18S",953.6,2369.8
"+RIBO18S",1045,484
"+RIBO18S",1144,1383
"+RIBO18S",1161.66666667,2305.66666667
"+RIBO18S",1183,913.333333333
"+RIBO18S",1248.5,3283
"+RIBO18S",1264,2989.8
"+RIBO18S",1296.25,2629.875
"+RIBO18S",1375.5,1424
"+RIBO18S",1412.66666667,2807.33333333
"+RIBO18S",1421.5,1537
"+RIBO18S",1435,3122
"+RIBO18S",1441.4,1196.2
"+RIBO18S",1459,1821.5
"+RIBO18S",1482.5,900
"+RIBO18S",1508.33333333,478.111111111
"+RIBO18S",1527.5,973.5
"+RIBO18S",1601.66666667,2987.33333333
"+RIBO18S",1621.625,1685.8125
"+RIBO18S",1670.8,281.9
"+RIBO18S",1683,2506.5
"+RIBO18S",1708.85714286,3138.85714286
"+RIBO18S",1822,1370.5
"+RIBO18S",1835.5,465.5
"+RIBO18S",1853.5,3171
"+RIBO18S",1885.33333333,2512
"+RIBO18S",2080,157.5
"+RIBO18S",2207.33333333,617.666666667
"+RIBO18S",2307.5,1114.5
"+RIBO18S",2317.5,2980.5
"+RIBO18S",2447.8,747.2
"+RIBO18S",2449.63636364,1666.90909091
"+RIBO18S",2458.66666667,696.666666667
"+RIBO18S",2462.8,327.4
"+RIBO18S",2542,1249.5
"+RIBO18S",2598.66666667,2696.33333333
"+RIBO18S",2630.38461538,2668.92307692
"+RIBO18S",2671,3254.5
"+RIBO18S",2769.5,3206
"+RIBO18S",2778.41025641,964.641025641
"+RIBO18S",2908,2712.5
"+RIBO18S",2996,2540.5
"+RIBO18S",3028.5,2608
"+RIBO18S",3031.66666667,1469.66666667
"+RIBO18S",3214.4,2367.2
"+RIBO18S",3215.5,724.5
"-NR,NM_032222.2","3028
"+NM","417,417"
"+RIBO28S",983.223684211,539.789473684
"+RIBO28S",742.259259259,574.592592593
"-NM",2255.5,1885.5
"+RIBO18S",1953.16666667,831.166666667
"+NM",1089.25,1991.25
